Date,Market_Label,GDP Growth,CPI,Interest Rate,M2 Money Supply,PPI,Unemployment Rate,VIX_Close
1999-03-10,1,0.8519329218748389,-0.1747878545885735,1.3515505245191544,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.5734713900506004
1999-03-11,1,0.8519329218748389,-0.1747878545885735,1.3589035295787666,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.5232584130326724
1999-03-12,1,0.8519329218748389,-0.1747878545885735,1.322138504280705,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.5794490331110222
1999-03-15,1,0.8519329218748389,-0.1747878545885735,1.3147854992210928,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.6272708616917951
1999-03-16,1,0.8519329218748389,-0.1747878545885735,1.2853734789826434,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.6165109217570639
1999-03-17,1,0.8519329218748389,-0.1747878545885735,1.30743249416148,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.666723898774991
1999-03-18,1,0.8519329218748389,-0.1747878545885735,1.2853734789826434,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.4945650878517428
1999-03-19,1,0.8519329218748389,-0.1747878545885735,1.3294915093403172,-0.3174546316265412,-0.616080268455352,-0.6919458600770557,0.5172805419397847
1999-03-22,1,0.8519329218748389,-0.1747878545885735,1.3589035295787666,-0.3683576647534432,-0.616080268455352,-0.6919458600770557,0.5985777645433314
1999-03-23,1,0.8519329218748389,-0.1747878545885735,1.3515505245191544,-0.3683576647534432,-0.616080268455352,-0.6919458600770557,0.869966955283858
1999-03-24,1,0.8519329218748389,-0.1747878545885735,1.3294915093403172,-0.3683576647534432,-0.616080268455352,-0.6919458600770557,0.7898653068988888
1999-03-25,1,0.8519329218748389,-0.1747878545885735,1.3589035295787666,-0.3683576647534432,-0.616080268455352,-0.6919458600770557,0.5184761161583618
1999-03-26,1,0.8519329218748389,-0.1747878545885735,1.3589035295787666,-0.3683576647534432,-0.616080268455352,-0.6919458600770557,0.4838053759494766
1999-03-29,1,0.8519329218748389,-0.1747878545885735,1.410374564996053,-0.5165370408727408,-0.616080268455352,-0.6919458600770557,0.424028033215394
1999-03-30,1,0.8519329218748389,-0.1747878545885735,1.3589035295787666,-0.5165370408727408,-0.616080268455352,-0.6919458600770557,0.3271885738028048
1999-03-31,1,0.8519329218748389,-0.1747878545885735,1.388315549817216,-0.5165370408727408,-0.616080268455352,-0.6919458600770557,0.3905526391926205
1999-04-01,1,0.8519329218748389,-0.1747878545885735,1.4030215599364402,-0.5165370408727408,-0.616080268455352,-0.6919458600770557,0.2470869254178356
1999-04-05,1,0.8519329218748389,-0.1747878545885735,1.3515505245191544,-0.3256001567214842,-0.616080268455352,-0.6919458600770557,0.262629162226878
1999-04-06,1,0.8519329218748389,-0.1747878545885735,1.300079489101868,-0.3256001567214842,-0.616080268455352,-0.6919458600770557,0.3176242080866511
1999-04-07,1,0.8519329218748389,-0.1747878545885735,1.30743249416148,-0.3256001567214842,-0.616080268455352,-0.6919458600770557,0.3367529395189594
1999-04-08,1,0.8519329218748389,-0.1747878545885735,1.2265494385057447,-0.3256001567214842,-0.616080268455352,-0.6919458600770557,0.3104509908076509
1999-04-09,1,0.8519329218748389,-0.1747878545885735,1.2412554486249692,-0.3256001567214842,-0.616080268455352,-0.6919458600770557,0.21241618520895
1999-04-12,1,0.8519329218748389,-0.1747878545885735,1.2486084536845814,-0.334623374478929,-0.616080268455352,-0.6919458600770557,0.2315449166412591
1999-04-13,1,0.8519329218748389,-0.1747878545885735,1.2927264840422557,-0.334623374478929,-0.616080268455352,-0.6919458600770557,0.3271885738028048
1999-04-14,1,0.8519329218748389,-0.1747878545885735,1.300079489101868,-0.334623374478929,-0.616080268455352,-0.6919458600770557,0.591404547264332
1999-04-15,1,0.8519329218748389,-0.1747878545885735,1.3368445143999297,-0.334623374478929,-0.616080268455352,-0.6919458600770557,0.4706542875775893
1999-04-16,1,0.8519329218748389,-0.1747878545885735,1.3736095396979917,-0.334623374478929,-0.616080268455352,-0.6919458600770557,0.4670675649218575
1999-04-19,1,0.8519329218748389,-0.1747878545885735,1.3368445143999297,-0.1341338391504476,-0.616080268455352,-0.6919458600770557,0.7683454270294245
1999-04-20,1,0.8519329218748389,-0.1747878545885735,1.322138504280705,-0.1341338391504476,-0.616080268455352,-0.6919458600770557,0.6009689129804866
1999-04-21,1,0.8519329218748389,-0.1747878545885735,1.3294915093403172,-0.1341338391504476,-0.616080268455352,-0.6919458600770557,0.396530282253042
1999-04-22,1,0.8519329218748389,-0.1747878545885735,1.388315549817216,-0.1341338391504476,-0.616080268455352,-0.6919458600770557,0.3140377134633835
1999-04-23,1,0.8519329218748389,-0.1747878545885735,1.3956685548768282,-0.1341338391504476,-0.616080268455352,-0.6919458600770557,0.330775296458538
1999-04-26,1,0.8519329218748389,-0.1747878545885735,1.3736095396979917,-0.3424873079098585,-0.616080268455352,-0.6919458600770557,0.4228324589968165
1999-04-27,1,0.8519329218748389,-0.1747878545885735,1.3662565346383788,-0.3424873079098585,-0.616080268455352,-0.6919458600770557,0.4025081533459294
1999-04-28,1,0.8519329218748389,-0.1747878545885735,1.4030215599364402,-0.3424873079098585,-0.616080268455352,-0.6919458600770557,0.52684490765594
1999-04-29,1,0.8519329218748389,-0.1747878545885735,1.3662565346383788,-0.3424873079098585,-0.616080268455352,-0.6919458600770557,0.6057509818223309
1999-04-30,1,0.8519329218748389,-0.1747878545885735,1.4691986054729518,-0.3424873079098585,-0.616080268455352,-0.6919458600770557,0.6069465560409084
1999-05-03,1,0.8519329218748389,-0.1747878545885735,1.483904615592176,-0.4531102055205226,-0.616080268455352,-0.6919458600770557,0.4969562362888988
1999-05-04,1,0.8519329218748389,-0.1747878545885735,1.5133166358306254,-0.4531102055205226,-0.616080268455352,-0.6919458600770557,0.6727017698678788
1999-05-05,1,0.8519329218748389,-0.1747878545885735,1.4986106257114011,-0.4531102055205226,-0.616080268455352,-0.6919458600770557,0.6212932186313732
1999-05-06,1,0.8519329218748389,-0.1747878545885735,1.5868466864267483,-0.4531102055205226,-0.616080268455352,-0.6919458600770557,0.8902912609347448
1999-05-07,1,0.8519329218748389,-0.1747878545885735,1.6015526965459734,-0.4531102055205226,-0.616080268455352,-0.6919458600770557,0.6416175242822595
